character	code_point	readings	tier	references	details
䊁	U+4281	shēn	cns11643	CNS-20260805:6-4C60	異體國字字表(《CNS 11643》96年公布)
䊋	U+428B	zhuāng	cns11643	CNS-20260805:3-435B	異體國字字表(《CNS 11643》96年公布)
䊏	U+428F	chǎo sǎn	cns11643	CNS-20260805:3-4864	異體國字字表(《CNS 11643》96年公布)
䊒	U+4292	jīng	cns11643	CNS-20260805:3-4866	異體國字字表(《CNS 11643》96年公布)
䊕	U+4295	jiān	cns11643	CNS-20260805:3-4D69	罕用國字標準字體表(《CNS 11643》96年公布)
䊚	U+429A	duī	cns11643	CNS-20260805:3-5236	異體國字字表(《CNS 11643》96年公布)
䊢	U+42A2	jiāng jiàng	cns11643	CNS-20260805:14-6A59	CJK認同表意文字延伸A, CNS 14649
䊷	U+42B7	zhǔn chún zī	cns11643	CNS-20260805:3-2E57	異體國字字表(《CNS 11643》96年公布)
䊸	U+42B8	yū	cns11643	CNS-20260805:3-2E55	異體國字字表(《CNS 11643》96年公布)
䊹	U+42B9	qiān	cns11643	CNS-20260805:3-2E58	異體國字字表(《CNS 11643》96年公布)
䋆	U+42C6	lū	cns11643	CNS-20260805:14-5967	CJK認同表意文字延伸A, CNS 14649
䋍	U+42CD	ē	cns11643	CNS-20260805:4-3430	異體國字字表(《CNS 11643》96年公布)
䋒	U+42D2	shū	cns11643	CNS-20260805:3-3828	異體國字字表(《CNS 11643》96年公布)
䋗	U+42D7	jiān jiǎng jū	cns11643	CNS-20260805:3-3E2D	異體國字字表(《CNS 11643》96年公布)
䋡	U+42E1	shū	cns11643	CNS-20260805:3-436B	異體國字字表(《CNS 11643》96年公布)
䋺	U+42FA	qiū yóu	cns11643	CNS-20260805:3-4E2D	異體國字字表(《CNS 11643》96年公布)
䌉	U+4309	gāng	cns11643	CNS-20260805:3-523D	異體國字字表(《CNS 11643》96年公布)
䌲	U+4332	xūn	cns11643	CNS-20260805:3-6078	異體國字字表(《CNS 11643》96年公布)
䍧	U+4367	zāng	cns11643	CNS-20260805:6-3A74	異體國字字表(《CNS 11643》96年公布)
䎍	U+438D	fū	cns11643	CNS-20260805:3-4371	異體國字字表(《CNS 11643》96年公布)
䎛	U+439B	lǎo	post-cns-variant	official-variant:U+3588	-
䏥	U+43E5	tān	cns11643	CNS-20260805:5-2B39	罕用國字標準字體表(《CNS 11643》96年公布)
䏾	U+43FE	pāng	cns11643	CNS-20260805:3-3E3F	罕用國字標準字體表(《CNS 11643》96年公布)
䑒	U+4452	dào jìn jìng	cns11643	CNS-20260805:3-2B44	異體國字字表(《CNS 11643》96年公布)
䑡	U+4461	chā	cns11643	CNS-20260805:4-2B33	異體國字字表(《CNS 11643》96年公布)
䑢	U+4462	wù	cns11643	CNS-20260805:4-2B32	異體國字字表(《CNS 11643》96年公布)
䑩	U+4469	gǔ	cns11643	CNS-20260805:14-5D3F	CJK認同表意文字延伸A, CNS 14649
䑺	U+447A	fān fán	cns11643	CNS-20260805:4-4C68	異體國字字表(《CNS 11643》96年公布)
䒘	U+4498	suī	cns11643	CNS-20260805:3-272C	異體國字字表(《CNS 11643》96年公布)
䒙	U+4499	zàng cāng cáng	cns11643	CNS-20260805:14-4E45	CJK認同表意文字延伸A, CNS 14649
䒱	U+44B1	zhēng	cns11643	CNS-20260805:3-3361	異體國字字表(《CNS 11643》96年公布)
䒶	U+44B6	tiān	cns11643	CNS-20260805:6-3B56	異體國字字表(《CNS 11643》96年公布)
䓁	U+44C1	děng	cns11643	CNS-20260805:3-3360	異體國字字表(《CNS 11643》96年公布)
䓪	U+44EA	dàng	cns11643	CNS-20260805:15-3E6B	內政部戶政用字(《CNS 11643》96年公布)
䔀	U+4500	ruí	cns11643	CNS-20260805:4-4664	罕用國字標準字體表(《CNS 11643》96年公布)
䔌	U+450C	gāo	cns11643	CNS-20260805:3-4937	罕用國字標準字體表(《CNS 11643》96年公布)
䔍	U+450D	dú dǔ	cns11643	CNS-20260805:3-4940	異體國字字表(《CNS 11643》96年公布)
䔥	U+4525	xiāo	cns11643	CNS-20260805:3-4E50	異體國字字表(《CNS 11643》96年公布)
䔦	U+4526	méi	cns11643	CNS-20260805:15-5165	內政部戶政用字(《CNS 11643》96年公布)
䔩	U+4529	cè sù	cns11643	CNS-20260805:4-4D21	異體國字字表(《CNS 11643》96年公布)
䔵	U+4535	jiān	cns11643	CNS-20260805:3-5257	異體國字字表(《CNS 11643》96年公布)
䕄	U+4544	zhēng	cns11643	CNS-20260805:4-4667	異體國字字表(《CNS 11643》96年公布)
䕖	U+4556	sūn	cns11643	CNS-20260805:3-5870	異體國字字表(《CNS 11643》96年公布)
䕜	U+455C	cuì	cns11643	CNS-20260805:15-604E	內政部戶政用字(《CNS 11643》96年公布)
䕬	U+456C	jiāng	cns11643	CNS-20260805:3-5C79	異體國字字表(《CNS 11643》96年公布)
䖀	U+4580	xiāo	cns11643	CNS-20260805:4-6C7D	異體國字字表(《CNS 11643》96年公布)
䖉	U+4589	xū	cns11643	CNS-20260805:4-2B3E	罕用國字標準字體表(《CNS 11643》96年公布)
䖬	U+45AC	jiǎ	unihan-direct	Unicode-17:kSMSZD2003Readings	-
䗦	U+45E6	fēng	cns11643	CNS-20260805:3-5638	異體國字字表(《CNS 11643》96年公布)
䗬	U+45EC	fēng	cns11643	CNS-20260805:3-563C	異體國字字表(《CNS 11643》96年公布)
䘂	U+4602	jiān	cns11643	CNS-20260805:3-5E5E	異體國字字表(《CNS 11643》96年公布)
䘖	U+4616	yù	cns11643	CNS-20260805:4-3A78	罕用國字標準字體表(《CNS 11643》96年公布)
䘗	U+4617	huī	cns11643	CNS-20260805:3-4E5E	罕用國字標準字體表(《CNS 11643》96年公布)
䘛	U+461B	jī jí jì	cns11643	CNS-20260805:14-5040	CJK認同表意文字延伸A, CNS 14649
䘜	U+461C	jīn	cns11643	CNS-20260805:3-2F28	異體國字字表(《CNS 11643》96年公布)
䘧	U+4627	yāng	cns11643	CNS-20260805:15-3251	內政部戶政用字(《CNS 11643》96年公布)
䘯	U+462F	shāo	cns11643	CNS-20260805:4-4062	罕用國字標準字體表(《CNS 11643》96年公布)
䘲	U+4632	qīn	cns11643	CNS-20260805:14-607B	CJK認同表意文字延伸A, CNS 14649
䘴	U+4634	zhōng cǒng sǒng	cns11643	CNS-20260805:4-472D	罕用國字標準字體表(《CNS 11643》96年公布)
䙂	U+4642	zhōng cǒng	cns11643	CNS-20260805:3-495B	異體國字字表(《CNS 11643》96年公布)
䙖	U+4656	bēng běng bèng	cns11643	CNS-20260805:3-5645	異體國字字表(《CNS 11643》96年公布)
䙧	U+4667	xūn	cns11643	CNS-20260805:7-5025	異體國字字表(《CNS 11643》96年公布)
䙭	U+466D	qiān	cns11643	CNS-20260805:7-5932	異體國字字表(《CNS 11643》96年公布)
䙲	U+4672	qiān xiān	cns11643	CNS-20260805:5-2B47	罕用國字標準字體表(《CNS 11643》96年公布)
䙻	U+467B	cī	cns11643	CNS-20260805:14-5D5C	CJK認同表意文字延伸A, CNS 14649
䚀	U+4680	chèn	cns11643	CNS-20260805:3-4450	罕用國字標準字體表(《CNS 11643》96年公布)
䚁	U+4681	chēn	cns11643	CNS-20260805:3-4451	異體國字字表(《CNS 11643》96年公布)
䚌	U+468C	gāo	cns11643	CNS-20260805:4-5869	罕用國字標準字體表(《CNS 11643》96年公布)
䚎	U+468E	chuāng	cns11643	CNS-20260805:4-5D50	異體國字字表(《CNS 11643》96年公布)
䜂	U+4702	hào	cns11643	CNS-20260805:5-5E55	罕用國字標準字體表(《CNS 11643》96年公布)
䜥	U+4725	dàn	cns11643	CNS-20260805:14-5658	CJK認同表意文字延伸A, CNS 14649
䜰	U+4730	hāo	cns11643	CNS-20260805:4-5875	罕用國字標準字體表(《CNS 11643》96年公布)
䝆	U+4746	hū	cns11643	CNS-20260805:4-354B	罕用國字標準字體表(《CNS 11643》96年公布)
䝔	U+4754	huān	cns11643	CNS-20260805:3-614C	異體國字字表(《CNS 11643》96年公布)
䝗	U+4757	xiū	cns11643	CNS-20260805:6-4524	異體國字字表(《CNS 11643》96年公布)
䟎	U+47CE	zǎn	cns11643	CNS-20260805:3-5F66	異體國字字表(《CNS 11643》96年公布)
䟱	U+47F1	jī	cns11643	CNS-20260805:3-446E	異體國字字表(《CNS 11643》96年公布)
䟳	U+47F3	yǔ	cns11643	CNS-20260805:15-4558	內政部戶政用字(《CNS 11643》96年公布)
䟽	U+47FD	shū shù sū	cns11643	CNS-20260805:3-446F	異體國字字表(《CNS 11643》96年公布)
䠁	U+4801	jī	cns11643	CNS-20260805:7-294E	異體國字字表(《CNS 11643》96年公布)
䡄	U+4844	guǐ	cns11643	CNS-20260805:15-2D53	內政部戶政用字(《CNS 11643》96年公布)
䡠	U+4860	kēng	cns11643	CNS-20260805:3-5323	罕用國字標準字體表(《CNS 11643》96年公布)
䡮	U+486E	zōng	cns11643	CNS-20260805:5-6535	罕用國字標準字體表(《CNS 11643》96年公布)
䡸	U+4878	miè	cns11643	CNS-20260805:15-6853	內政部戶政用字(《CNS 11643》96年公布)
䢆	U+4886	rù	cns11643	CNS-20260805:15-4C67	內政部戶政用字(《CNS 11643》96年公布)
䢎	U+488E	jǐ jì	cns11643	CNS-20260805:5-2769	罕用國字標準字體表(《CNS 11643》96年公布)
䢜	U+489C	guī kuì yuǎn yuàn	cns11643	CNS-20260805:3-3F53	異體國字字表(《CNS 11643》96年公布)
䢬	U+48AC	qiān	cns11643	CNS-20260805:3-5329	異體國字字表(《CNS 11643》96年公布)
䢴	U+48B4	qiān	cns11643	CNS-20260805:4-2332	罕用國字標準字體表(《CNS 11643》96年公布)
䢶	U+48B6	bāng	cns11643	CNS-20260805:3-2737	異體國字字表(《CNS 11643》96年公布)
䢷	U+48B7	nā nǎ nà na nè něi nèi nuó nuò	cns11643	CNS-20260805:3-2738	異體國字字表(《CNS 11643》96年公布)
䣏	U+48CF	gōng	cns11643	CNS-20260805:4-3570	罕用國字標準字體表(《CNS 11643》96年公布)
䣗	U+48D7	gāo hào	cns11643	CNS-20260805:4-4138	罕用國字標準字體表(《CNS 11643》96年公布)
䣳	U+48F3	zuò cù	cns11643	CNS-20260805:14-614E	CJK認同表意文字延伸A, CNS 14649
䤇	U+4907	sōu	cns11643	CNS-20260805:7-3454	異體國字字表(《CNS 11643》96年公布)
䤈	U+4908	hǎi xī	cns11643	CNS-20260805:3-5330	異體國字字表(《CNS 11643》96年公布)
䤢	U+4922	bā	cns11643	CNS-20260805:5-436D	罕用國字標準字體表(《CNS 11643》96年公布)
䥊	U+494A	qiāng qīng qǐng	cns11643	CNS-20260805:3-5B4B	異體國字字表(《CNS 11643》96年公布)
䥚	U+495A	chū	cns11643	CNS-20260805:3-5D48	異體國字字表(《CNS 11643》96年公布)
䥠	U+4960	zhēn	cns11643	CNS-20260805:4-6761	異體國字字表(《CNS 11643》96年公布)
䥦	U+4966	duò duì	cns11643	CNS-20260805:3-5E6F	異體國字字表(《CNS 11643》96年公布)
䥴	U+4974	juān juàn jùn xī	cns11643	CNS-20260805:3-6123	異體國字字表(《CNS 11643》96年公布)
䦀	U+4980	yú	cns11643	CNS-20260805:14-5E2A	CJK認同表意文字延伸A, CNS 14649
䦉	U+4989	sì	cns11643	CNS-20260805:15-3F76	內政部戶政用字(《CNS 11643》96年公布)
䧏	U+49CF	jiàng xiáng	cns11643	CNS-20260805:14-574A	CJK認同表意文字延伸A, CNS 14649
䧐	U+49D0	guō xiǎng	cns11643	CNS-20260805:3-3963	異體國字字表(《CNS 11643》96年公布)
䧣	U+49E3	yān yīn	cns11643	CNS-20260805:3-4A42	異體國字字表(《CNS 11643》96年公布)
䧱	U+49F1	jiū	cns11643	CNS-20260805:3-3438	異體國字字表(《CNS 11643》96年公布)
䧸	U+49F8	gū	cns11643	CNS-20260805:3-4544	異體國字字表(《CNS 11643》96年公布)
䧻	U+49FB	gē	cns11643	CNS-20260805:3-4A48	異體國字字表(《CNS 11643》96年公布)
䧾	U+49FE	shū	cns11643	CNS-20260805:3-534B	異體國字字表(《CNS 11643》96年公布)
䨃	U+4A03	yàn	cns11643	CNS-20260805:3-594C	異體國字字表(《CNS 11643》96年公布)
䨇	U+4A07	shuāng shuàng	cns11643	CNS-20260805:3-5D4B	異體國字字表(《CNS 11643》96年公布)
䨉	U+4A09	yīng	cns11643	CNS-20260805:3-6151	異體國字字表(《CNS 11643》96年公布)
䨕	U+4A15	yū	cns11643	CNS-20260805:4-4833	異體國字字表(《CNS 11643》96年公布)
䨧	U+4A27	yīn	cns11643	CNS-20260805:3-594E	異體國字字表(《CNS 11643》96年公布)
䩖	U+4A56	shā suō	cns11643	CNS-20260805:3-454C	罕用國字標準字體表(《CNS 11643》96年公布)
䩠	U+4A60	tīng	cns11643	CNS-20260805:4-5463	罕用國字標準字體表(《CNS 11643》96年公布)
䩭	U+4A6D	jī	cns11643	CNS-20260805:3-567D	異體國字字表(《CNS 11643》96年公布)
䪠	U+4AA0	jī jiǔ	cns11643	CNS-20260805:3-5721	異體國字字表(《CNS 11643》96年公布)
䪡	U+4AA1	jī	unihan-direct	Unicode-17:kSMSZD2003Readings	-
䪢	U+4AA2	jī jiǔ	cns11643	CNS-20260805:3-5B62	異體國字字表(《CNS 11643》96年公布)
䫧	U+4AE7	gǎo háo	cns11643	CNS-20260805:4-622B	罕用國字標準字體表(《CNS 11643》96年公布)
䫯	U+4AEF	jǐ yī	cns11643	CNS-20260805:4-677C	異體國字字表(《CNS 11643》96年公布)
䬚	U+4B1A	fán	cns11643	CNS-20260805:3-5B66	異體國字字表(《CNS 11643》96年公布)
䬜	U+4B1C	lí chī	cns11643	CNS-20260805:3-5D55	異體國字字表(《CNS 11643》96年公布)
䬠	U+4B20	fēi	cns11643	CNS-20260805:3-572B	異體國字字表(《CNS 11643》96年公布)
䬢	U+4B22	tāo hào	cns11643	CNS-20260805:3-343A	異體國字字表(《CNS 11643》96年公布)
䬩	U+4B29	zhāi	cns11643	CNS-20260805:3-455D	異體國字字表(《CNS 11643》96年公布)
䬭	U+4B2D	tāo hào	cns11643	CNS-20260805:3-4A5C	異體國字字表(《CNS 11643》96年公布)
䮃	U+4B83	qū	cns11643	CNS-20260805:3-4F6F	異體國字字表(《CNS 11643》96年公布)
䮅	U+4B85	xù róng	cns11643	CNS-20260805:4-4E70	異體國字字表(《CNS 11643》96年公布)
䮌	U+4B8C	xiū	cns11643	CNS-20260805:5-5A2E	罕用國字標準字體表(《CNS 11643》96年公布)
䮐	U+4B90	jiōng jiǒng	cns11643	CNS-20260805:3-5735	異體國字字表(《CNS 11643》96年公布)
䮣	U+4BA3	sāng sǎng	cns11643	CNS-20260805:4-6541	罕用國字標準字體表(《CNS 11643》96年公布)
䮦	U+4BA6	jiāo	cns11643	CNS-20260805:3-5D5B	罕用國字標準字體表(《CNS 11643》96年公布)
䮶	U+4BB6	biāo	cns11643	CNS-20260805:3-5F7A	異體國字字表(《CNS 11643》96年公布)
䰅	U+4C05	xū	cns11643	CNS-20260805:3-5B72	異體國字字表(《CNS 11643》96年公布)
䰑	U+4C11	xū	cns11643	CNS-20260805:3-612D	異體國字字表(《CNS 11643》96年公布)
䱦	U+4C66	yín	cns11643	CNS-20260805:3-5B78	罕用國字標準字體表(《CNS 11643》96年公布)
䱧	U+4C67	shàn	cns11643	CNS-20260805:3-5B7B	異體國字字表(《CNS 11643》96年公布)
䱩	U+4C69	wǎng	cns11643	CNS-20260805:15-6472	內政部戶政用字(《CNS 11643》96年公布)
䲈	U+4C88	má	cns11643	CNS-20260805:15-6A3F	內政部戶政用字(《CNS 11643》96年公布)
䲥	U+4CA5	jiū	cns11643	CNS-20260805:3-4565	罕用國字標準字體表(《CNS 11643》96年公布)
䲩	U+4CA9	shī	cns11643	CNS-20260805:3-4A7E	異體國字字表(《CNS 11643》96年公布)
䲫	U+4CAB	jiū	cns11643	CNS-20260805:3-4A7D	異體國字字表(《CNS 11643》96年公布)
䲭	U+4CAD	chī	cns11643	CNS-20260805:4-4F3F	罕用國字標準字體表(《CNS 11643》96年公布)
䲷	U+4CB7	xiāo	cns11643	CNS-20260805:3-4C63	異體國字字表(《CNS 11643》96年公布)
䳌	U+4CCC	juān	cns11643	CNS-20260805:3-574C	異體國字字表(《CNS 11643》96年公布)
䳥	U+4CE5	líng	cns11643	CNS-20260805:15-6475	內政部戶政用字(《CNS 11643》96年公布)
䳼	U+4CFC	ōu	cns11643	CNS-20260805:3-6026	異體國字字表(《CNS 11643》96年公布)
䵍	U+4D4D	tūn	unihan-direct	Unicode-17:kSMSZD2003Readings	-
䵸	U+4D78	cú cù	cns11643	CNS-20260805:4-6A37	異體國字字表(《CNS 11643》96年公布)
䶯	U+4DAF	kuī	cns11643	CNS-20260805:5-6B69	罕用國字標準字體表(《CNS 11643》96年公布)
䶴	U+4DB4	chuī chuì	cns11643	CNS-20260805:4-6D51	罕用國字標準字體表(《CNS 11643》96年公布)
䶸	U+4DB8	yāo	unihan-direct	Unicode-17:kXHC1983	-
䶺	U+4DBA	nǜ	cns11643	CNS-20260805:6-2C23	異體國字字表(《CNS 11643》96年公布)
䶻	U+4DBB	dàn tǎn zhuàn	cns11643	CNS-20260805:5-264A	罕用國字標準字體表(《CNS 11643》96年公布)
䶼	U+4DBC	cōng	cns11643	CNS-20260805:6-497E	異體國字字表(《CNS 11643》96年公布)
䶽	U+4DBD	zōng	cns11643	CNS-20260805:5-3F66	罕用國字標準字體表(《CNS 11643》96年公布)
䶾	U+4DBE	yú	cns11643	CNS-20260805:6-4A3F	異體國字字表(《CNS 11643》96年公布)
䶿	U+4DBF	è	cns11643	CNS-20260805:6-3C77	異體國字字表(《CNS 11643》96年公布)
烪	U+70EA	zhèn	cns11643	CNS-20260805:3-654E	香港地區及美國國會圖書館用字
瓧	U+74E7	shí	cns11643	CNS-20260805:14-4E37	CJK認同表意文字, CNS 14649
瓰	U+74F0	fēn	cns11643	CNS-20260805:14-5249	CJK認同表意文字, CNS 14649
瓼	U+74FC	lí	cns11643	CNS-20260805:14-5C68	CJK認同表意文字, CNS 14649
甅	U+7505	lí	cns11643	CNS-20260805:14-6329	CJK認同表意文字, CNS 14649
龫	U+9FAB	gàn	cns11643	CNS-20260805:14-7E39	CJK認同表意文字延伸A, CNS 14649
龱	U+9FB1	xìn sì	cns11643	CNS-20260805:14-7E33	CJK認同表意文字延伸A, CNS 14649
龳	U+9FB3	lù	cns11643	CNS-20260805:14-7E3D	CJK認同表意文字延伸A, CNS 14649
龷	U+9FB7	niàn	cns11643	CNS-20260805:14-7E32	CJK認同表意文字延伸A, CNS 14649
龸	U+9FB8	fú	cns11643	CNS-20260805:14-7E34	CJK認同表意文字延伸A, CNS 14649
龺	U+9FBA	zhuó	cns11643	CNS-20260805:14-7E37	CJK認同表意文字延伸A, CNS 14649
龾	U+9FBE	jú	cns11643	CNS-20260805:14-7E3B	CJK認同表意文字延伸A, CNS 14649
鿁	U+9FC1	hòng	cns11643	CNS-20260805:14-7E3C	CJK認同表意文字延伸A, CNS 14649
鿂	U+9FC2	niǎo	cns11643	CNS-20260805:14-7E3F	CJK認同表意文字延伸A, CNS 14649
鿅	U+9FC5	líng	cns11643	CNS-20260805:14-7E3E	CJK認同表意文字延伸A, CNS 14649
鿈	U+9FC8	chǐ	cns11643	CNS-20260805:14-7E35	CJK認同表意文字延伸A, CNS 14649
鿉	U+9FC9	wǔ	cns11643	CNS-20260805:14-7E36	CJK認同表意文字延伸A, CNS 14649
﨨	U+FA28	xìn	cns11643	CNS-20260805:15-584C	內政部戶政用字(《CNS 11643》96年公布)
𠀂	U+20002	yǐ	cns11643	CNS-20260805:15-2121	內政部戶政用字(《CNS 11643》96年公布)
𠀄	U+20004	wèi	cns11643	CNS-20260805:6-212D	異體國字字表(《CNS 11643》96年公布)
𠀋	U+2000B	zhàng wén wèn	cns11643	CNS-20260805:3-2144	異體國字字表(《CNS 11643》96年公布)
𠀏	U+2000F	tún	cns11643	CNS-20260805:15-213E	內政部戶政用字(《CNS 11643》96年公布)
𠀐	U+20010	zhōng	cns11643	CNS-20260805:15-213F	內政部戶政用字(《CNS 11643》96年公布)
𠀒	U+20012	pián píng	cns11643	CNS-20260805:6-222B	異體國字字表(《CNS 11643》96年公布)
𠀕	U+20015	gèng	cns11643	CNS-20260805:10-2129	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𠀘	U+20018	tiān	cns11643	CNS-20260805:6-2340	異體國字字表(《CNS 11643》96年公布)
𠀚	U+2001A	bū bù fōu fǒu fū	cns11643	CNS-20260805:6-233F	異體國字字表(《CNS 11643》96年公布)
𠀠	U+20020	jī	cns11643	CNS-20260805:6-2467	異體國字字表(《CNS 11643》96年公布)
𠀡	U+20021	tiān	cns11643	CNS-20260805:6-255F	異體國字字表(《CNS 11643》96年公布)
𠀣	U+20023	qī	cns11643	CNS-20260805:15-2274	內政部戶政用字(《CNS 11643》96年公布)
𠀤	U+20024	bàn bàng bìng	cns11643	CNS-20260805:10-2131	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𠀥	U+20025	xuān	cns11643	CNS-20260805:6-2567	異體國字字表(《CNS 11643》96年公布)
𠀬	U+2002C	tiàn	cns11643	CNS-20260805:6-2937	異體國字字表(《CNS 11643》96年公布)
𠀭	U+2002D	biàn pián píng	cns11643	CNS-20260805:6-293A	異體國字字表(《CNS 11643》96年公布)
𠀮	U+2002E	jī	cns11643	CNS-20260805:6-2938	異體國字字表(《CNS 11643》96年公布)
𠀯	U+2002F	yuān	cns11643	CNS-20260805:10-2137	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𠀰	U+20030	duō	cns11643	CNS-20260805:10-2138	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𠀵	U+20035	yáng	cns11643	CNS-20260805:15-2922	內政部戶政用字(《CNS 11643》96年公布)
𠀶	U+20036	shī	cns11643	CNS-20260805:15-2923	內政部戶政用字(《CNS 11643》96年公布)
𠀻	U+2003B	yuán	cns11643	CNS-20260805:6-2E66	異體國字字表(《CNS 11643》96年公布)
𠁃	U+20043	pū	cns11643	CNS-20260805:5-3323	罕用國字標準字體表(《CNS 11643》96年公布)
𠁆	U+20046	zhí	cns11643	CNS-20260805:15-3932	內政部戶政用字(《CNS 11643》96年公布)
𠁇	U+20047	yì	cns11643	CNS-20260805:15-3933	內政部戶政用字(《CNS 11643》96年公布)
𠁈	U+20048	jūn	cns11643	CNS-20260805:6-472D	異體國字字表(《CNS 11643》96年公布)
𠁋	U+2004B	dōng	cns11643	CNS-20260805:15-3B73	內政部戶政用字(《CNS 11643》96年公布)
𠁌	U+2004C	yé	cns11643	CNS-20260805:15-4035	內政部戶政用字(《CNS 11643》96年公布)
𠁍	U+2004D	měi	cns11643	CNS-20260805:15-4075	內政部戶政用字(《CNS 11643》96年公布)
𠁏	U+2004F	kǔn	cns11643	CNS-20260805:10-214C	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𠁐	U+20050	kǔn	cns11643	CNS-20260805:10-214D	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𠁒	U+20052	zhēn	cns11643	CNS-20260805:15-4742	內政部戶政用字(《CNS 11643》96年公布)
𠁓	U+20053	yù	cns11643	CNS-20260805:15-4D56	內政部戶政用字(《CNS 11643》96年公布)
𠁛	U+2005B	dào	cns11643	CNS-20260805:15-5A3F	內政部戶政用字(《CNS 11643》96年公布)
𠁜	U+2005C	yǒng	cns11643	CNS-20260805:10-2153	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𠁤	U+20064	sì	cns11643	CNS-20260805:6-225F	異體國字字表(《CNS 11643》96年公布)
𠁫	U+2006B	xiū	cns11643	CNS-20260805:5-2521	罕用國字標準字體表(《CNS 11643》96年公布)
𠁯	U+2006F	yí	cns11643	CNS-20260805:15-2950	內政部戶政用字(《CNS 11643》96年公布)
𠁶	U+20076	zhēn	cns11643	CNS-20260805:15-4640	內政部戶政用字(《CNS 11643》96年公布)
𠁼	U+2007C	yī	cns11643	CNS-20260805:10-2162	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𠁽	U+2007D	wán	cns11643	CNS-20260805:6-2132	異體國字字表(《CNS 11643》96年公布)
𠂃	U+20083	qiú	cns11643	CNS-20260805:15-2D61	內政部戶政用字(《CNS 11643》96年公布)
𠂅	U+20085	wèng	cns11643	CNS-20260805:15-5344	內政部戶政用字(《CNS 11643》96年公布)
