character	code_point	reason
𠴔	U+20D14	no accepted official reading
𠴗	U+20D17	no accepted official reading
𠴘	U+20D18	no accepted official reading
𠴙	U+20D19	no accepted official reading
𠴚	U+20D1A	no accepted official reading
𠴛	U+20D1B	no accepted official reading
𠴜	U+20D1C	no accepted official reading
𠴝	U+20D1D	no accepted official reading
𠴞	U+20D1E	no accepted official reading
𠴤	U+20D24	no accepted official reading
𠴥	U+20D25	no accepted official reading
𠵄	U+20D44	no accepted official reading
𠵅	U+20D45	no accepted official reading
𠵆	U+20D46	no accepted official reading
𠵈	U+20D48	no accepted official reading
𠵋	U+20D4B	no accepted official reading
𠵌	U+20D4C	no accepted official reading
𠵍	U+20D4D	no accepted official reading
𠵎	U+20D4E	no accepted official reading
𠵏	U+20D4F	no accepted official reading
𠵐	U+20D50	no accepted official reading
𠵤	U+20D64	no accepted official reading
𠵱	U+20D71	no accepted official reading
𠶀	U+20D80	no accepted official reading
𠶁	U+20D81	no accepted official reading
𠶃	U+20D83	no accepted official reading
𠶅	U+20D85	no accepted official reading
𠶇	U+20D87	no accepted official reading
𠶈	U+20D88	no accepted official reading
𠶉	U+20D89	no accepted official reading
𠶊	U+20D8A	no accepted official reading
𠶌	U+20D8C	no accepted official reading
𠶍	U+20D8D	no accepted official reading
𠶎	U+20D8E	no accepted official reading
𠶏	U+20D8F	no accepted official reading
𠶐	U+20D90	no accepted official reading
𠶒	U+20D92	no accepted official reading
𠶓	U+20D93	no accepted official reading
𠶔	U+20D94	no accepted official reading
𠶕	U+20D95	no accepted official reading
𠶖	U+20D96	no accepted official reading
𠶘	U+20D98	no accepted official reading
𠶙	U+20D99	no accepted official reading
𠶚	U+20D9A	no accepted official reading
𠶛	U+20D9B	no accepted official reading
𠶝	U+20D9D	no accepted official reading
𠶞	U+20D9E	no accepted official reading
𠶟	U+20D9F	no accepted official reading
𠶠	U+20DA0	no accepted official reading
𠶢	U+20DA2	no accepted official reading
𠶣	U+20DA3	no accepted official reading
𠶥	U+20DA5	no accepted official reading
𠶦	U+20DA6	no accepted official reading
𠶯	U+20DAF	no accepted official reading
𠶶	U+20DB6	no accepted official reading
𠷠	U+20DE0	no accepted official reading
𠷡	U+20DE1	no accepted official reading
𠷤	U+20DE4	no accepted official reading
𠷥	U+20DE5	no accepted official reading
𠸈	U+20E08	no accepted official reading
𠸉	U+20E09	no accepted official reading
𠸊	U+20E0A	no accepted official reading
𠸋	U+20E0B	no accepted official reading
𠸏	U+20E0F	no accepted official reading
𠸐	U+20E10	no accepted official reading
𠸒	U+20E12	no accepted official reading
𠸓	U+20E13	no accepted official reading
𠸔	U+20E14	no accepted official reading
𠸕	U+20E15	no accepted official reading
𠸗	U+20E17	no accepted official reading
𠸘	U+20E18	no accepted official reading
𠸙	U+20E19	no accepted official reading
𠸚	U+20E1A	no accepted official reading
𠸛	U+20E1B	no accepted official reading
𠸜	U+20E1C	no accepted official reading
𠸞	U+20E1E	no accepted official reading
𠸟	U+20E1F	no accepted official reading
𠸠	U+20E20	no accepted official reading
𠸡	U+20E21	no accepted official reading
𠸢	U+20E22	no accepted official reading
𠸣	U+20E23	no accepted official reading
𠸥	U+20E25	no accepted official reading
𠸧	U+20E27	no accepted official reading
𠸨	U+20E28	no accepted official reading
𠸩	U+20E29	no accepted official reading
𠸫	U+20E2B	no accepted official reading
𠸬	U+20E2C	no accepted official reading
𠸯	U+20E2F	no accepted official reading
𠸽	U+20E3D	no accepted official reading
𠹬	U+20E6C	no accepted official reading
𠹭	U+20E6D	no accepted official reading
𠹯	U+20E6F	no accepted official reading
𠹰	U+20E70	no accepted official reading
𠹳	U+20E73	no accepted official reading
𠹴	U+20E74	no accepted official reading
𠹵	U+20E75	no accepted official reading
𠹶	U+20E76	no accepted official reading
𠹷	U+20E77	no accepted official reading
𠹸	U+20E78	no accepted official reading
𠹺	U+20E7A	no accepted official reading
𠹻	U+20E7B	no accepted official reading
𠹼	U+20E7C	no accepted official reading
𠹽	U+20E7D	no accepted official reading
𠹾	U+20E7E	no accepted official reading
𠺥	U+20EA5	no accepted official reading
𠺦	U+20EA6	no accepted official reading
𠺧	U+20EA7	no accepted official reading
𠺨	U+20EA8	no accepted official reading
𠺩	U+20EA9	no accepted official reading
𠺫	U+20EAB	no accepted official reading
𠺭	U+20EAD	no accepted official reading
𠺮	U+20EAE	no accepted official reading
𠺯	U+20EAF	no accepted official reading
𠺰	U+20EB0	no accepted official reading
𠺱	U+20EB1	no accepted official reading
𠺲	U+20EB2	no accepted official reading
𠺳	U+20EB3	no accepted official reading
𠺴	U+20EB4	no accepted official reading
𠺵	U+20EB5	no accepted official reading
𠺷	U+20EB7	no accepted official reading
𠺸	U+20EB8	no accepted official reading
𠺹	U+20EB9	no accepted official reading
𠺺	U+20EBA	no accepted official reading
𠺻	U+20EBB	no accepted official reading
𠺾	U+20EBE	no accepted official reading
𠺿	U+20EBF	no accepted official reading
𠻀	U+20EC0	no accepted official reading
𠻁	U+20EC1	no accepted official reading
𠻂	U+20EC2	no accepted official reading
𠻃	U+20EC3	no accepted official reading
𠻅	U+20EC5	no accepted official reading
𠻆	U+20EC6	no accepted official reading
𠻇	U+20EC7	no accepted official reading
𠻈	U+20EC8	no accepted official reading
𠻉	U+20EC9	no accepted official reading
𠻊	U+20ECA	no accepted official reading
𠻒	U+20ED2	no accepted official reading
𠻓	U+20ED3	no accepted official reading
𠻳	U+20EF3	no accepted official reading
𠻵	U+20EF5	no accepted official reading
𠻷	U+20EF7	no accepted official reading
𠻹	U+20EF9	no accepted official reading
𠻺	U+20EFA	no accepted official reading
𠻻	U+20EFB	no accepted official reading
𠻼	U+20EFC	no accepted official reading
𠼮	U+20F2E	no accepted official reading
𠼯	U+20F2F	no accepted official reading
𠼰	U+20F30	no accepted official reading
𠼲	U+20F32	no accepted official reading
𠼳	U+20F33	no accepted official reading
𠼴	U+20F34	no accepted official reading
𠼵	U+20F35	no accepted official reading
𠼶	U+20F36	no accepted official reading
𠼷	U+20F37	no accepted official reading
𠼸	U+20F38	no accepted official reading
𠼹	U+20F39	no accepted official reading
𠼺	U+20F3A	no accepted official reading
𠼼	U+20F3C	no accepted official reading
𠼽	U+20F3D	no accepted official reading
𠼾	U+20F3E	no accepted official reading
𠼿	U+20F3F	no accepted official reading
𠽀	U+20F40	no accepted official reading
𠽁	U+20F41	no accepted official reading
𠽂	U+20F42	no accepted official reading
𠽃	U+20F43	no accepted official reading
𠽄	U+20F44	no accepted official reading
𠽅	U+20F45	no accepted official reading
𠽆	U+20F46	no accepted official reading
𠽇	U+20F47	no accepted official reading
𠽈	U+20F48	no accepted official reading
𠽉	U+20F49	no accepted official reading
𠽌	U+20F4C	no accepted official reading
𠽎	U+20F4E	no accepted official reading
𠽏	U+20F4F	no accepted official reading
𠽐	U+20F50	no accepted official reading
𠽑	U+20F51	no accepted official reading
𠽒	U+20F52	no accepted official reading
𠽓	U+20F53	no accepted official reading
𠽔	U+20F54	no accepted official reading
𠽕	U+20F55	no accepted official reading
𠽖	U+20F56	no accepted official reading
𠽗	U+20F57	no accepted official reading
𠽘	U+20F58	no accepted official reading
𠽙	U+20F59	no accepted official reading
𠽚	U+20F5A	no accepted official reading
𠾎	U+20F8E	no accepted official reading
𠾒	U+20F92	no accepted official reading
𠾓	U+20F93	no accepted official reading
𠾔	U+20F94	no accepted official reading
𠾕	U+20F95	no accepted official reading
𠾭	U+20FAD	no accepted official reading
𠾳	U+20FB3	no accepted official reading
𠾵	U+20FB5	no accepted official reading
𠾶	U+20FB6	no accepted official reading
𠾷	U+20FB7	no accepted official reading
𠾸	U+20FB8	no accepted official reading
𠾹	U+20FB9	no accepted official reading
𠾺	U+20FBA	no accepted official reading
𠾻	U+20FBB	no accepted official reading
𠾼	U+20FBC	no accepted official reading
𠾽	U+20FBD	no accepted official reading
𠾾	U+20FBE	no accepted official reading
𠿀	U+20FC0	no accepted official reading
𠿁	U+20FC1	no accepted official reading
𠿂	U+20FC2	no accepted official reading
𠿃	U+20FC3	no accepted official reading
𠿄	U+20FC4	no accepted official reading
𠿨	U+20FE8	no accepted official reading
𠿩	U+20FE9	no accepted official reading
𠿫	U+20FEB	no accepted official reading
𠿬	U+20FEC	no accepted official reading
𠿭	U+20FED	no accepted official reading
𠿯	U+20FEF	no accepted official reading
𠿰	U+20FF0	no accepted official reading
𠿱	U+20FF1	no accepted official reading
𠿲	U+20FF2	no accepted official reading
𠿳	U+20FF3	no accepted official reading
𠿴	U+20FF4	no accepted official reading
𠿵	U+20FF5	no accepted official reading
𠿶	U+20FF6	no accepted official reading
𠿷	U+20FF7	no accepted official reading
𠿸	U+20FF8	no accepted official reading
𠿹	U+20FF9	no accepted official reading
𡀕	U+21015	no accepted official reading
𡀜	U+2101C	no accepted official reading
𡀝	U+2101D	no accepted official reading
𡀞	U+2101E	no accepted official reading
𡀠	U+21020	no accepted official reading
𡀡	U+21021	no accepted official reading
𡀢	U+21022	no accepted official reading
𡀣	U+21023	no accepted official reading
𡀤	U+21024	no accepted official reading
𡀥	U+21025	no accepted official reading
𡀦	U+21026	no accepted official reading
𡀧	U+21027	no accepted official reading
𡀨	U+21028	no accepted official reading
𡀩	U+21029	no accepted official reading
𡀪	U+2102A	no accepted official reading
𡀫	U+2102B	no accepted official reading
𡀬	U+2102C	no accepted official reading
𡀭	U+2102D	no accepted official reading
𡀮	U+2102E	no accepted official reading
𡀯	U+2102F	no accepted official reading
𡀰	U+21030	no accepted official reading
𡀱	U+21031	no accepted official reading
𡀲	U+21032	no accepted official reading
𡀳	U+21033	no accepted official reading
𡀴	U+21034	no accepted official reading
𡀵	U+21035	no accepted official reading
𡀶	U+21036	no accepted official reading
𡀷	U+21037	no accepted official reading
𡀸	U+21038	no accepted official reading
𡁙	U+21059	no accepted official reading
𡁚	U+2105A	no accepted official reading
𡁛	U+2105B	no accepted official reading
𡁜	U+2105C	no accepted official reading
𡁞	U+2105E	no accepted official reading
𡁯	U+2106F	no accepted official reading
𡁵	U+21075	no accepted official reading
𡁹	U+21079	no accepted official reading
𡁺	U+2107A	no accepted official reading
𡁻	U+2107B	no accepted official reading
𡁼	U+2107C	no accepted official reading
𡁾	U+2107E	no accepted official reading
𡁿	U+2107F	no accepted official reading
𡂀	U+21080	no accepted official reading
𡂁	U+21081	no accepted official reading
𡂂	U+21082	no accepted official reading
𡂃	U+21083	no accepted official reading
𡂄	U+21084	no accepted official reading
𡂅	U+21085	no accepted official reading
𡂆	U+21086	no accepted official reading
𡂈	U+21088	no accepted official reading
𡂌	U+2108C	no accepted official reading
𡂍	U+2108D	no accepted official reading
𡂎	U+2108E	no accepted official reading
𡂪	U+210AA	no accepted official reading
𡂮	U+210AE	no accepted official reading
𡂯	U+210AF	no accepted official reading
𡂰	U+210B0	no accepted official reading
𡂱	U+210B1	no accepted official reading
𡂲	U+210B2	no accepted official reading
𡂳	U+210B3	no accepted official reading
𡂴	U+210B4	no accepted official reading
𡂵	U+210B5	no accepted official reading
𡃀	U+210C0	no accepted official reading
𡃁	U+210C1	no accepted official reading
𡃉	U+210C9	no accepted official reading
𡃊	U+210CA	no accepted official reading
𡃋	U+210CB	no accepted official reading
𡃌	U+210CC	no accepted official reading
𡃍	U+210CD	no accepted official reading
𡃏	U+210CF	no accepted official reading
𡃐	U+210D0	no accepted official reading
𡃑	U+210D1	no accepted official reading
𡃒	U+210D2	no accepted official reading
𡃓	U+210D3	no accepted official reading
𡃔	U+210D4	no accepted official reading
𡃗	U+210D7	no accepted official reading
𡃘	U+210D8	no accepted official reading
𡃙	U+210D9	no accepted official reading
𡃚	U+210DA	no accepted official reading
𡃜	U+210DC	no accepted official reading
𡃞	U+210DE	no accepted official reading
𡃰	U+210F0	no accepted official reading
𡃴	U+210F4	no accepted official reading
𡃵	U+210F5	no accepted official reading
𡃶	U+210F6	no accepted official reading
𡃹	U+210F9	no accepted official reading
𡃺	U+210FA	no accepted official reading
𡃻	U+210FB	no accepted official reading
𡃼	U+210FC	no accepted official reading
𡃽	U+210FD	no accepted official reading
𡃾	U+210FE	no accepted official reading
𡃿	U+210FF	no accepted official reading
𡄁	U+21101	no accepted official reading
𡄍	U+2110D	no accepted official reading
𡄎	U+2110E	no accepted official reading
𡄏	U+2110F	no accepted official reading
𡄐	U+21110	no accepted official reading
𡄧	U+21127	no accepted official reading
𡄨	U+21128	no accepted official reading
𡄩	U+21129	no accepted official reading
𡄪	U+2112A	no accepted official reading
𡄫	U+2112B	no accepted official reading
𡄬	U+2112C	no accepted official reading
𡄭	U+2112D	no accepted official reading
𡄮	U+2112E	no accepted official reading
𡄯	U+2112F	no accepted official reading
𡄰	U+21130	no accepted official reading
𡄽	U+2113D	no accepted official reading
